OBJECTID,TENCODE,ADDRESS,OWNER1,OWNER2,BLDG_CODE,BLDG_DESC,BRT_ID,GROSS_AREA,YEAR,SEASON,VL_NUM,NUMPARCELS,SQ_FT,TREES_NUM,TARGETAREA,GROUP_,GRID,CCD,CCD_PERSON,ADDR_RANGE,ZIPCODE,Shape__Area,Shape__Length
6512,2752000511,511 W DAUPHIN ST,CITY OF PHILA, ,SR,VAC LAND RES < ACRE,191424201,1065,2017,Spring,VL0944EN_R_CLP,9,9650,0,EASTERN NORTH,,279,7,Maria Quinones-Sanchez,"509-517 W DAUPHIN ST; 2303-09 N REESE ST",19133,1073.06085205078,171.102166544515
6513,6014000436,436 W NORRIS ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,183200401,855,2008,Fall,VL1561EN,3,2420,2,Eastern North,,279,7,Maria Quinones-Sanchez,436-440 W NORRIS STREET,19122,878.397521972656,146.080840526013
6514,8785002342,2342 N 03RD ST,CITY OF PHILA,DEPT OF PUBLC PROP,SR,VAC LAND RES < ACRE,191184901,840,2003,Spring,VL0066EN,2,9191,2,Eastern North,,279,7,Maria Quinones-Sanchez,2318-2346 N 3RD STREET,19133,839.079833984375,147.965378263282
6515,6782002309,2309 N REESE ST,PHILADELPHIA HOUSING,DEVELOPMENT CORPORATION,SR,VAC LAND RES < ACRE,191323601,900,2017,Spring,VL0944EN_R_CLP,9,9650,0,EASTERN NORTH,,279,7,Maria Quinones-Sanchez,"509-517 W DAUPHIN ST; 2303-09 N REESE ST",19133,895.407653808594,149.92646989714
6516,5000001612,1612 W LEHIGH AVE,RHANEY ANTHONY, ,SR,VAC LAND RES < ACRE,161325000,1076,2013,Fall,VL2413NC,1,1022,0,North Central,,250,5,Darrell L. Clarke,1612 W LEHIGH AVENUE,19132,1076.13592529297,171.407056798787
6517,8811003320,3320 N 17TH ST,CITY OF PHILA,DEPT OF PUBLC PROP,SR,VAC LAND RES < ACRE,112232325,2100,2010,Spring,VL1771NC,5,10670,3,North Central,,238,8,Cindy Bass,3312-3320 N 17TH STREET,19140,2122.52880859375,250.366164512412
6518,8785002324,2324 N 03RD ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,VAC LAND RES < ACRE,191184001,840,2003,Spring,VL0066EN,2,9191,2,Eastern North,,279,7,Maria Quinones-Sanchez,2318-2346 N 3RD STREET,19133,839.990173339844,147.998625030189
6519,6316001510,1510 PARRISH ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SC,VAC LAND COMM. < ACRE,152271810,576,2008,Spring,VL1346NC,14,22344,0,North Central,,305,5,Darrell L. Clarke,"1500-1514 W PARRISH STREET; 816-832 N 15TH STREET",19130,583.322387695313,103.821816332781
6520,6316001508,1508 PARRISH ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SC,VAC LAND COMM. < ACRE,152271710,504,2008,Spring,VL1346NC,14,22344,0,North Central,,305,5,Darrell L. Clarke,"1500-1514 W PARRISH STREET; 816-832 N 15TH STREET",19130,500.173583984375,99.1488108726796
6521,6316001512,1512 PARRISH ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SC,VAC LAND COMM. < ACRE,152271910,504,2008,Spring,VL1346NC,14,22344,0,North Central,,305,5,Darrell L. Clarke,"1500-1514 W PARRISH STREET; 816-832 N 15TH STREET",19130,508.024719238281,99.6623410668141
6522,8785001940,1940 N 3RD ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,183304201,814,2002,Spring,VL0041EN,24,16576,0,Eastern North,,279,7,Maria Quinones-Sanchez,"1934-1956 N 3RD STREET; 1939-1961 N ORIANNA STREET",19122,814.73291015625,139.19317878817
6523,8805000934,934 N 13TH ST,CITY OF PHILA,DEPT OF PUBLIC PROPERTY,SR,VAC LAND RES < ACRE,141209710,848,2005,Spring,VL0613NCEZ,13,1840,0,Eastern North,,306,5,Darrell L. Clarke,"1300-1304 W GIRARD AVE; 928-946 N 13TH ST",19123,840.029907226563,138.152497196422
6524,8785001944,1944 N 3RD ST,BERNARD J GERNER,MARGARET T,SR,VAC LAND RES < ACRE,183304400,742,2002,Spring,VL0041EN,24,16576,0,Eastern North,,279,7,Maria Quinones-Sanchez,"1934-1956 N 3RD STREET; 1939-1961 N ORIANNA STREET",19122,750.07958984375,136.921313401179
6525,6172002108,2108 E ORLEANS ST,PHILADELPHIA LAND BANK, ,SR,VAC LAND RES < ACRE,252163701,736,2017,Fall,VL3616EN_CLP,4,1000,0,Port Richmond,,266,1,Mark Squilla,"2104-2110 E ORLEANS ST; 2103 E BIRCH ST",19134,731.472595214844,130.178327619193
6526,8330002143,2143 E WILLIAM ST,CAMPBELL LOUISE, ,SR,VAC LAND RES < ACRE,252076500,959,2017,Fall,VL3604EN_CLP,9,9127,0,Port Richmond,,266,1,Mark Squilla,2127-2143 E WILLIAM ST,19134,993.358032226563,163.670507876362
6527,8805000930,930 N 13TH ST,HERMANN C HENSSLER JR,TR,SR,VAC LAND RES < ACRE,141209500,848,2005,Spring,VL0613NCEZ,13,1840,0,Eastern North,,306,5,Darrell L. Clarke,"1300-1304 W GIRARD AVE; 928-946 N 13TH ST",19123,810.792663574219,137.000886921305
6528,8785002336,2336 N 03RD ST,PHILA HOUSING AUTH, ,SR,VAC LAND RES < ACRE,191184601,840,2003,Spring,VL0066EN,2,9191,2,Eastern North,,279,7,Maria Quinones-Sanchez,2318-2346 N 3RD STREET,19133,839.964477539063,147.996015575159
6529,8785002000,2000 N 03RD ST,MORTON GOLDSTEIN, ,SR,VAC LAND RES < ACRE,183305200,1080,2003,Spring,VL0060EN,4,800,2,Eastern North,,279,7,Maria Quinones-Sanchez,"2000-2004 N 3RD ST; 305 W NORRIS ST",19122,1073.10241699219,155.318463778507
6530,2634000113,113 E CUMBERLAND ST,WISE PAGE,PARKS MONTY,SR,VAC LAND RES < ACRE,314022300,770,2010,Spring,VL1746EN,8,8499,5,Eastern North,,265,7,Maria Quinones-Sanchez,"2501-2505 N FRONT STREET; 111-117 E CUMBERLAND STREET; 2502 N LEE STREET",19125,769.951049804688,139.146910076925
6531,8815001945,1945 N 19TH ST,CITY OF PHILA, ,SR,VAC LAND RES < ACRE,321257201,1620,2017,Spring,VL3525NC_CLP,10,17460,0,NORTHEAST PHILADELPHIA,,277,5,Darrell L. Clarke,1927-1945 N 19TH ST,19121,1625.07977294922,216.991025227602
6532,8330002141,2141 E WILLIAM ST,EDWARD O<MALLEY, ,SR,VAC LAND RES < ACRE,252076400,959,2017,Fall,VL3604EN_CLP,9,9127,0,Port Richmond,,266,1,Mark Squilla,2127-2143 E WILLIAM ST,19134,927.586242675781,161.74328673919
6533,8826001308,1308 N 24TH ST,MORRIS RITA, ,O50,ROW 3 STY MASONRY,291313000,917,2016,Spring,VL3331_PHA,12,11989,0,PHA,,290,5,Darrell L. Clarke,"1300-18 N 24TH ST; 2403-05 W THOMPSON ST",19121,917.192626953125,149.873786354047
6534,1666002126,2126 BELLMORE ST,LINDA CONST CORP, ,SR,VAC LAND RES < ACRE,252181500,658,2017,Fall,VL3624EN_CLP,6,3936,0,Port Richmond,,266,1,Mark Squilla,2120 -2130 BELLMORE ST,19134,638.0712890625,121.95880190124
6535,8828001529,1529 N 25TH ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291328700,855,2016,Fall,VL3611_PHA,3,2745,0,PHA,,290,5,Darrell L. Clarke,1527-31 N 25TH ST,19121,864.092102050781,144.825384574851
6536,8785002335,2335 N 03RD ST,WEINBERG EDWIN F, ,SR,VAC LAND RES < ACRE,191173200,866,2005,Spring,VL0285EN,30,16020,0,Eastern North,,279,7,Maria Quinones-Sanchez,"2328-2362 N BODINE STREET; 2327-2349 N 3RD STREET",19133,850.547424316406,148.237563954377
6537,2752000513,513 W DAUPHIN ST,AHMAD ASHRAF, ,SR,VAC LAND RES < ACRE,191424300,1065,2017,Spring,VL0944EN_R_CLP,9,9650,0,EASTERN NORTH,,279,7,Maria Quinones-Sanchez,"509-517 W DAUPHIN ST; 2303-09 N REESE ST",19133,1027.50787353516,170.177809289506
6538,7716002403,2403 W THOMPSON ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291047510,1366,2016,Spring,VL3331_PHA,12,11989,0,PHA,,290,5,Darrell L. Clarke,"1300-18 N 24TH ST; 2403-05 W THOMPSON ST",19121,1366.009765625,212.129269320147
6539,6172002106,2106 E ORLEANS ST,FRANCIS J RADDI,RITA M,SR,VAC LAND RES < ACRE,252163600,738,2017,Fall,VL3616EN_CLP,4,1000,0,Port Richmond,,266,1,Mark Squilla,"2104-2110 E ORLEANS ST; 2103 E BIRCH ST",19134,729.628540039063,129.837956562796
6540,8787002737,2737-49 N 04TH ST,2737-49 NORTH 04TH STREET, ,SI,VAC LAND IND < ACRE,192133100,20400,2004,Spring,VL0277EN,26,23296,14,Eastern North,,265,7,Maria Quinones-Sanchez,"2737, 2751 N 4TH STREET; 312-322 W SOMERSET STREET",19133,20594.5490112305,625.12523762888
6541,8807000822,822-28 N 15TH ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,VAC LAND RES < ACRE,151013820,7848,2008,Spring,VL1346NC,14,22344,0,North Central,,305,5,Darrell L. Clarke,"1500-1514 W PARRISH STREET; 816-832 N 15TH STREET",19130,7724.37933349609,350.696400250127
6542,8785002332,2332 N 03RD ST,CITY OF PHILA, ,SR,VAC LAND RES < ACRE,191184401,840,2003,Spring,VL0066EN,2,9191,2,Eastern North,,279,7,Maria Quinones-Sanchez,2318-2346 N 3RD STREET,19133,839.971008300781,147.995745283512
6543,1542001602,1602 N BAILEY ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,VAC LAND RES < ACRE,324116101,1575,2016,Spring,VL3409_PHA,6,7713,0,PHA,,290,5,Darrell L. Clarke,"1607-13 N 27TH ST; 2623 WEST OXFORD ST; 1602 N BAILEY ST",19121,1637.01007080078,211.993399153037
6544,8815004502,4502 N 19TH ST,WIGFALL EDROY I/T,WIGFALL EDROY JR,O30,VAC LAND RES < ACRE,132212400,1308,2007,Fall,VL1316MA,2,3102,3,Northwest,,197,8,Cindy Bass,4500-4502 N 19TH STREET,19140,1298.51733398438,200.207044809769
6545,8785001946,1946 N 3RD ST,VICTORIA P NIEDOLA,STEPHANIE SOKOLOWSKI,SR,VAC LAND RES < ACRE,183304500,742,2002,Spring,VL0041EN,24,16576,0,Eastern North,,279,7,Maria Quinones-Sanchez,"1934-1956 N 3RD STREET; 1939-1961 N ORIANNA STREET",19122,743.524291992188,136.566887751114
6546,2752000939,939 W DAUPHIN ST,ATL DEVELOPMENT CORP, ,SR,VAC LAND RES < ACRE,371333500,1271,2017,Spring,VL3461EN_CLP,5,6090,0,EASTERN NORTH,,264,5,Darrell L. Clarke,"2301-2303 N 10TH ST; 935-939 W DAUPHIN ST",19133,1271.29833984375,197.074207390769
6547,1240002967,2967 AMBER ST,KHOLBOEV AKMALJON A, ,SR,VAC LAND RES < ACRE,252438101,1082,2017,Fall,VL3617EN_CLP,6,1000,0,Port Richmond,,266,1,Mark Squilla,"2105-2109 E ORLEANS ST; 2963-2967 AMBER ST",19134,1132.18432617188,162.668075635513
6548,5344001822,1822 MARGARET ST,PHILADELPHIA LAND BANK, ,SR,VAC LAND RES < ACRE,232148501,2000,2011,Spring,VL2010LNE,2,5760,2,Lower Northeast,,217,7,Maria Quinones-Sanchez,1816-1822 MARGARET STREET,19124,1970.60559082031,233.122194621269
6549,6276002243,2243 PALETHORP ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,191102901,540,2002,Spring,VL0045,6,3240,0,Eastern North,,279,7,Maria Quinones-Sanchez,2239-2249 PALETHORP STREET,19133,514.88525390625,112.844044267868
6550,7432002519,2519 N STANLEY ST,HAMMOND ROBERT,WILLNETTA,SR,VAC LAND RES < ACRE,282108400,708,2008,Spring,VL1617NC,9,5700,0,North Central,,249,5,Darrell L. Clarke,2501-2519 N STANLEY STREET,19132,731.373962402344,129.756346462943
6551,1302003825,3825 ARCHER ST,FRED VON FOSSEN, ,SR,VAC LAND RES < ACRE,131283400,541,2017,Fall,VL3687NC_CLP,2,1075,0,Hunting Park,,225,8,Cindy Bass,3825-3827 ARCHER ST,19140,554.239929199219,111.016413163416
6552,8458002151,2151 N WOODSTOCK ST,CITY OF PHILA,DEPT OF PUBLIC PROP,SR,VAC LAND RES < ACRE,322016701,900,2007,Spring,VL1072NC,6,5820,4,North Central,,277,5,Darrell L. Clarke,"2145-2155 N WOODSTOCK STREET; 2142-2144 N 20TH STREET",19121,923.788269042969,151.447616370105
6553,8458002137,2137 N WOODSTOCK ST,CITY OF PHILA,DEPT OF PUBLC PROP,SR,VAC LAND RES < ACRE,322016001,900,2007,Spring,VL1071NC,3,2790,2,North Central,,277,5,Darrell L. Clarke,2133-2137 N WOODSTOCK STREET,19121,920.885192871094,151.223453277173
6554,6166002450,2450 N ORKNEY ST,CITY OF PHILA, ,SR,VAC LAND RES < ACRE,191293001,478,2017,Spring,VL3442EN_CLP,4,2010,0,EASTERN NORTH,,265,7,Maria Quinones-Sanchez,2448-54 N ORKNEY ST,19133,458.26025390625,98.9570187234707
6555,2844002224,2224 DIAMOND ST,CITY OF PHILA,DEPT OF PUBLIC PROP,SR,VAC LAND RES < ACRE,322266401,1200, , ,VL3592NC_CLP,8,9000,0,North Central,,277,5,Darrell L. Clarke,2220-34 DIAMOND ST,19121,1194.04742431641,182.667369516803
6556,5980002431,2431 NICHOLAS ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291254800,783,2016,Fall,VL0922_PHA,10,9730,4,PHA,,290,5,Darrell L. Clarke,"2429-41 NICHOLAS ST; 2434-38 CECIL B MOORE AVE",19121,779.24755859375,139.163306072304
6557,5428002315,2315 MASTER ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291113410,762,2006,Fall,VL0909_PHA,9,7293,5,PHA,,290,5,Darrell L. Clarke,2307-2323 MASTER ST,19121,768.193725585938,131.008682565827
6558,4054002408,2408 HARLAN ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291124900,587,2016,Spring,VL3371_PHA,2,1040,0,PHA,,290,5,Darrell L. Clarke,2406-08 HARLAN ST,19121,587.360534667969,112.127489145543
6559,7226002325,2325 SHARSWOOD ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291157410,658,2016,Spring,VL3383_PHA,12,7157,0,PHA,,290,5,Darrell L. Clarke,"2336-38 STEWART ST; 2319-37 SHARSWOOD ST",19121,665.501831054688,121.911006785493
6560,5980002434,2434 NICHOLAS ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291249500,883,2016,Fall,VL0923_PHA,3,2881,1,PHA,,290,5,Darrell L. Clarke,2430-34 NICHOLAS ST,19121,867.981689453125,152.004192247182
6561,1666002128,2128 BELLMORE ST,LINDA CONST CORP,A PA CORP,SR,VAC LAND RES < ACRE,252181600,658,2017,Fall,VL3624EN_CLP,6,3936,0,Port Richmond,,266,1,Mark Squilla,2120 -2130 BELLMORE ST,19134,678.869018554688,123.529421355334
6562,8821002029,2029 N 22ND ST,DOCKERY TAKESHA P, ,SR,VAC LAND RES < ACRE,322086800,4856,2007,Fall,VL1190NC,7,26137,9,North Central,,277,5,Darrell L. Clarke,2023-2035 N 22ND STREET,19121,4881.82904052734,405.068911996602
6563,8819001820,1820 N 21ST ST,5 BROTHERS LLC, ,SR,VAC LAND RES < ACRE,322055600,1402, , ,VL3599NW_CLP,5,6500,0,North Central,,277,5,Darrell L. Clarke,1816-24 N 21ST ST,19121,1428.65258789063,203.455326236568
6564,5980002401,2401 NICHOLAS ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291253300,880,2006,Fall,VL0909_PHA,4,4377,4,PHA,,290,5,Darrell L. Clarke,"2400-2402 CECIL B MOORE AVE; 2401-2403 NICHOLAS ST",19121,882.877807617188,142.555814219541
6565,6166002438,2438 N ORKNEY ST,CITY OF PHILA,DEPT OF PUBLIC PROP,SR,VAC LAND RES < ACRE,191292401,477,2017,Spring,VL3467EN_CLP,3,1672,0,EASTERN NORTH,,265,7,Maria Quinones-Sanchez,2438-42 N ORKNEY ST,19133,473.319213867188,99.9680216449867
6566,8785002020,2020 N 03RD ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,183306201,870,2005,Spring,VL0651EN,2,1682,1,Eastern North,,279,7,Maria Quinones-Sanchez,2020-2022 N 3RD STREET,19122,886.890014648438,149.054590442691
6567,3704001242,1242 W GIRARD AVE,POENG TAI J,POENG DELAN HAN,SR,VAC LAND RES < ACRE,141432700,1800,2005,Spring,VL0614NCEZ,6,10600,0,Eastern North,,306,5,Darrell L. Clarke,"1240-1242, 1246 W GIRARD AVENUE",19123,1875.12731933594,237.007650446643
6568,6212001523,1523 W OXFORD ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,VAC LAND RES < ACRE,471134810,1330,2003,Spring,VL0092NC,11,15847,0,North Central,,291,5,Darrell L. Clarke,"1601, 1605-1611 N 16TH STREET; 
1509-1513, 1517-1519, 1523 OXFORD STREET",19121,1368.64886474609,179.610944814352
6569,6828001810,1810 RIDGE AVE,XXXIV LLC, ,SC,VAC LAND RES < ACRE,471270410,7884,2006,Fall,VL1051NCEZ,2,24610,13,North Central,,305,5,Darrell L. Clarke,1808-1810 RIDGE AVENUE,19130,6868.24224853516,385.142147561067
6570,4742002812,2812 KENSINGTON AVE,CITY OF PHILA,DEPT OF PUBLIC PROP,SC,VAC LAND COMM. < ACRE,885100080,1361,2017,Spring,VL2482WK_R,9,10650,0,WEST KENSINGTON PHILADELPHIA,,266,7,Maria Quinones-Sanchez,2806-2822 KENSINGTON AVE,19134,1361.30285644531,237.11780239041
6571,2008001926,1926 W BUTLER ST,STEPHENS JON, ,SR,VAC LAND RES < ACRE,131082000,672,2017,Fall,VL3658NC_CLP,5,3488,0,Hunting Park,,225,8,Cindy Bass,"1924-1930 W BUTLER ST; 1926R-28 W BUTLER ST",19140,653.067260742188,122.675519322447
6572,5428002415,2415 MASTER ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291115600,986,2016,Fall,VL3602_PHA,1,986,0,PHA,,290,5,Darrell L. Clarke,2415 MASTER ST,19121,956.066345214844,137.500076379281
6573,7812002432,2432 TURNER ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291237810,790,2016,Spring,VL3407_PHA,4,3024,0,PHA,,290,5,Darrell L. Clarke,2430-36 TURNER ST,19121,778.126037597656,138.601654429788
6574,5662002152,2152 E MONMOUTH ST,OSOKOW IDA WID, ,SR,VAC LAND RES < ACRE,252124100,654,2017,Fall,VL3630EN_CLP,5,3500,0,Port Richmond,,266,1,Mark Squilla,2144-2152 E MONMOUTH ST,19134,653.366516113281,121.094853990188
6575,8458002153,2153 N WOODSTOCK ST,MARTINE FRANKLIN D, ,SR,VAC LAND RES < ACRE,322016800,900,2007,Spring,VL1072NC,6,5820,4,North Central,,263,5,Darrell L. Clarke,"2145-2155 N WOODSTOCK STREET; 2142-2144 N 20TH STREET",19121,897.10205078125,150.500684796893
6576,4054002332,2332 HARLAN ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291123600,527,2016,Spring,VL3366_PHA,21,15083,0,PHA,,290,5,Darrell L. Clarke,"2301-03 MASTER ST; 2327-29 MASTER ST; 1400 N 23RD ST; 2302-34 HARLAN ST",19121,534.646728515625,104.266653226225
6577,1402002060,2060 E AUBURN ST,WHITMALL DONELL H SR, ,SR,VAC LAND RES < ACRE,252053900,1056,2017,Fall,VL3609EN_CLP,1,1000,0,Port Richmond,,266,1,Mark Squilla,2060 E AUBURN ST,19134,1068.81530761719,182.668274789918
6578,1666002122,2122 BELLMORE ST,LINDA CONST CORP,A PA CORP,SR,VAC LAND RES < ACRE,252181300,697,2017,Fall,VL3624EN_CLP,6,3936,0,Port Richmond,,266,1,Mark Squilla,2120 -2130 BELLMORE ST,19134,697.314575195313,125.355720457238
6579,8819002033,2033 N 21ST ST,PEARL LARRY, ,SR,VAC LAND RES < ACRE,322051200,1252,2007,Spring,VL1113NC,13,20498,12,North Central,,277,5,Darrell L. Clarke,"2028-2042 DIAMOND STREET; 2031-2039 N 21ST STREET",19121,1274.68737792969,192.09308140054
6580,1240002876,2876 AMBER ST,ANDREW R ROTZ,SARAH HELEN ROTZ,SR,VAC LAND RES < ACRE,252447600,684,2017,Fall,VL3635EN_CLP,3,2116,0,Port Richmond,,266,1,Mark Squilla,2874-2878 AMBER ST,19134,684.990600585938,122.600556417037
6581,8815001939,1939 N 19TH ST,CITY OF PHILA, ,SR,VAC LAND RES < ACRE,321256901,1620,2017,Spring,VL3525NC_CLP,10,17460,0,NORTHEAST PHILADELPHIA,,277,5,Darrell L. Clarke,1927-1945 N 19TH ST,19121,1662.31945800781,217.84059333857
6582,4054002347,2347 HARLAN ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291133900,546,2016,Spring,VL3374_PHA,35,27059,0,PHA,,290,5,Darrell L. Clarke,"2303-47 HARLAN ST; 2304-16 SHARSWOOD ST; 2326-34 SHARSWOOD ST",19121,535.999938964844,104.431665320887
6583,8787002234,2234 N 04TH ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,191217201,800,2003,Spring,VL0137EN,8,7089,6,Eastern North,,279,7,Maria Quinones-Sanchez,"2232-2238 N 4TH STREET; 2233-2243 N LEITHGOW STREET",19133,772.29248046875,129.153144854751
6584,5428002323,2323 MASTER ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291113800,833,2006,Fall,VL0909_PHA,9,7293,5,PHA,,290,5,Darrell L. Clarke,2307-2323 MASTER ST,19121,833.961853027344,133.488662893934
6585,3200001534,1534 W ERIE AVE,VELAZQUEZ NEFTALI, ,SR,VAC LAND RES < ACRE,131042200,1560,2004,Spring,VL0379TI,3,1088,0,Northwest,,226,8,Cindy Bass,1534-38 W ERIE AVE,19140,1495.45324707031,230.86378604358
6586,1302003813,3813 ARCHER ST,WELLS ELIZABETH, ,O30,ROW 2 STY MASONRY,131282800,567,2017,Fall,VL3686NC_CLP,4,2279,0,Hunting Park,,225,8,Cindy Bass,3813-3819 ARCHER ST,19140,595.9423828125,113.301812491012
6587,8811003338,3338 N 17TH ST,JEAN JAMES, ,H50,SEMI/DET 3 STY MASONRY,112233200,2100,2008,Spring,VL1473TI,4,4752,0,North Central,,238,8,Cindy Bass,3336-46 N 17TH ST,19140,2099.654296875,249.067345710217
6588,4054002334,2334 HARLAN ST,PHILA HOUSING AUTHORITY, ,O30,ROW 2 STY MASONRY,291123700,527,2016,Spring,VL3366_PHA,21,15083,0,PHA,,290,5,Darrell L. Clarke,"2301-03 MASTER ST; 2327-29 MASTER ST; 1400 N 23RD ST; 2302-34 HARLAN ST",19121,528.456970214844,104.043443028004
6589,2844002226,2226 DIAMOND ST,CITY OF PHILA,DEPT PUB PROP,SR,VAC LAND RES < ACRE,322266501,1200, , ,VL3592NC_CLP,8,9000,0,North Central,,277,5,Darrell L. Clarke,2220-34 DIAMOND ST,19121,1179.50085449219,182.103463916087
6590,6450002271,2271 N PHILIP ST,CITY OF PHILA, ,SR,VAC LAND RES < ACRE,191150101,621,2008,Spring,VL1450EN,7,4455,4,Eastern North,,279,7,Maria Quinones-Sanchez,2263-2275 N PHILIP STREET,19133,630.811645507813,128.504435862041
6591,6212002508,2508 W OXFORD ST,CORESTATES GROUP LLC, ,SR,VAC LAND RES < ACRE,291219500,1159,2017,Fall,VL3728NC_CLP,2,2280,0,Cecil B Moore,,290,5,Darrell L. Clarke,2508-2510 W OXFORD ST,19121,1187.79968261719,183.696310171834
6592,7812002529,2529 TURNER ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,324021101,912,2016,Spring,VL3290_PHA,3,2079,0,PHA,,290,5,Darrell L. Clarke,2529-2533 TURNER ST,19121,894.954895019531,154.863610469742
6593,4054002417,2417 HARLAN ST,PHILA HOUSING AUTHORITY, ,O30,ROW 2 STY MASONRY,291135000,601,2016,Fall,VL3604_PHA,5,2664,0,PHA,,290,5,Darrell L. Clarke,2415-23 HARLAN ST,19121,598.793212890625,113.670912683259
6594,4054002406,2406 HARLAN ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291124800,587,2016,Spring,VL3371_PHA,2,1040,0,PHA,,290,5,Darrell L. Clarke,2406-08 HARLAN ST,19121,602.019470214844,112.698489278949
6595,7484002419,2419 STEWART ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291178210,574,2006,Fall,VL0914_PHA,24,15547,10,PHA,,290,5,Darrell L. Clarke,"2401-07 STEWART ST; 2411-55 STEWART ST; 2440 JEFFERSON ST",19121,597.251342773438,112.495227554647
6596,6212002424,2424 W OXFORD ST,PHILA HOUSING AUTHORITY, ,O50,ROW 3 STY MASONRY,291217710,936,2017,Fall,VL3726NC_CLP,13,12203,0,Cecil B Moore,,290,5,Darrell L. Clarke,2406-2430 W OXFORD ST,19121,950.337036132813,149.945269287429
6597,6212002529,2529 W OXFORD ST,MONROE JERRY,BARBARA H/W,SR,VAC LAND RES < ACRE,324001600,1054,2016,Spring,VL3404_PHA,7,7384,0,PHA,,290,5,Darrell L. Clarke,2521-33 W OXFORD ST,19121,1015.73199462891,165.760292795266
6598,7200002340,2340 SEYBERT ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291059300,840,2016,Fall,VL3596_PHA,1,840,0,PHA,,290,5,Darrell L. Clarke,2340 SEYBERT ST,19121,840.01025390625,148.000773528862
6599,7812002443,2443 TURNER ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291244400,838,2016,Spring,VL3417_PHA,2,1742,0,PHA,,290,5,Darrell L. Clarke,2443-45 TURNER ST,19121,838.400085449219,150.395292778192
6600,4054002520,2520 HARLAN ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291128010,497,2016,Spring,VL3382_PHA,22,12176,0,PHA,,290,5,Darrell L. Clarke,"1410-12 N 25TH ST; 2510-26 HARLAN ST; 2501-19 HARLAN ST;2516 SHARSWOOD ST",19121,489.942565917969,99.1030249625012
6601,7812002414,2414 TURNER ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291236910,790,2016,Spring,VL3403_PHA,5,3708,0,PHA,,290,5,Darrell L. Clarke,2414-22 TURNER ST,19121,786.718627929688,139.010340217974
6602,6212002413,2413 W OXFORD ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291229100,1104,2014,Fall,VL2956_PHA,6,6840,0,PHA,,290,5,Darrell L. Clarke,2409-19 W OXFORD ST,19121,1099.7294921875,169.652788615567
6603,6212002527,2527 W OXFORD ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,324001510,1054,2016,Spring,VL3404_PHA,7,7384,0,PHA,,290,5,Darrell L. Clarke,2521-33 W OXFORD ST,19121,1056.81604003906,166.935482255833
6604,8826001301,1301 N 24TH ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291310210,892,2016,Spring,VL3330_PHA,5,4875,0,PHA,,290,5,Darrell L. Clarke,1301-09 N 24TH ST,19121,892.415283203125,155.499284256021
